Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
Riverside Nairobi,3,3,3,"KSh 29,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,0,0,0,"KSh 140,000,000",Other,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Karen Nairobi,4,4,4,"KSh 85,000,000",House,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,6,5,5,"KSh 70,000,000",House,Sale
Lavington Nairobi,4,4,4,"KSh 67,000,000",House,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 22,000,000",Apartment,Sale
Imara Daima Nairobi,0,0,0,"KSh 22,000,000",Other,Sale
Kileleshwa Nairobi,3,4,4,"KSh 28,600,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 15,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 8,100,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 6,300,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 9,300,000",Apartment,Sale
Westlands Nairobi,1,1,0,"KSh 6,950,000",Apartment,Sale
aboretum Kileleshwa Nairobi,1,1,0,"KSh 6,700,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 20,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 16,500,000",Apartment,Sale
Parklands Nairobi,2,2,2,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 12,500,000",Apartment,Sale
Lavington Nairobi,1,baths,1,"KSh 6,500,000",Apartment,Sale
"Wood Avenue, Kilimani Nairobi",beds,1,1,"KSh 5,300,000",Apartment,Sale
Imara Daima Nairobi,4,4,3,"KSh 14,000,000",House,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Lavington Nairobi,3,4,Toilets,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
"Mwimuto, Kitisuru Nairobi",3,3,3,"KSh 13,500,000",Apartment,Sale
"Mwimuto, Kitisuru Nairobi",2,2,2,"KSh 9,000,000",Apartment,Sale
Karen Nairobi,4,4,4,"KSh 65,000,000",House,Sale
Langata Nairobi,3,3,3,"KSh 20,500,000",Apartment,Sale
"Ngumo estate, Langata Nairobi",3,3,3,"KSh 16,000,000",House,Sale
Lavington Nairobi,6,6,6,"KSh 82,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 13,500,000",Apartment,Sale
South C Nairobi,4,4,4,"KSh 23,000,000",House,Sale
Karen Nairobi,5,5,5,"KSh 99,000,000",House,Sale
Lavington Nairobi,4,4,4,"KSh 80,000,000",House,Sale
Lavington Nairobi,5,5,5,"KSh 75,000,000",House,Sale
Kitisuru Nairobi,5,5,5,"KSh 45,000,000",House,Sale
Runda Nairobi,5,5,5,"KSh 100,000,000",House,Sale
Lavington Nairobi,5,5,5,"KSh 60,000,000",House,Sale
Lavington Nairobi,5,5,5,"KSh 55,000,000",House,Sale
Gigiri Nairobi,beds,baths,Toilets,"KSh 150,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 49,000,000",Apartment,Sale
Riverside Nairobi,3,3,3,"KSh 27,000,000",House,Sale
Muthaiga Nairobi,5,5,5,"KSh 60,000,000",House,Sale
Westlands Nairobi,6,6,6,"KSh 49,500,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 29,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 21,500,000",Apartment,Sale
Ruaka Nairobi,2,2,2,"KSh 6,800,000",Apartment,Sale
Ruaka Nairobi,1,1,1,"KSh 5,100,000",Apartment,Sale
Kiambu Road Nairobi,3,3,3,"KSh 16,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 16,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 17,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Syokimau Nairobi,4,4,4,"KSh 21,000,000",House,Sale
Parklands Nairobi,2,2,2,"KSh 17,000,000",Apartment,Sale
Runda Nairobi,5,5,5,"KSh 140,000,000",House,Sale
Riverside Nairobi,3,3,Toilets,"KSh 26,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 18,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,500,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 70,000,000",House,Sale
Syokimau Nairobi,beds,baths,Toilets,"KSh 3,000,000",Other,Sale
Syokimau Nairobi,3,3,3,"KSh 9,500,000",Apartment,Sale
Lavington Nairobi,5,6,5,"KSh 85,000,000",House,Sale
Lavington Nairobi,5,5,5,"KSh 75,000,000",Apartment,Sale
"Joska Machakos County, Joska Nairobi",0,0,0,"KSh 450,000",Other,Sale
"Kantafu Market, Along Kangundo Road, Joska Nairobi",0,0,0,"KSh 800,000",Other,Sale
"Utawala Complex Eastern Bypass, Utawala Nairobi",0,0,0,"KSh 2,100,000",Other,Sale
"Utawala Complex Eastern Bypass, Utawala Nairobi",0,0,0,"KSh 2,100,000",Other,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 9,000,000",Apartment,Sale
Syokimau Nairobi,4,4,4,"KSh 14,000,000",House,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
"Sabaki, Nairobi Central Nairobi",2,2,2,"KSh 5,500,000",Apartment,Sale
Syokimau Nairobi,0,0,0,"KSh 20,000,000",Other,Sale
Syokimau Nairobi,4,4,4,"KSh 12,000,000",House,Sale
Syokimau Nairobi,3,3,3,"KSh 8,500,000",House,Sale
Nyayo Highrise Nairobi,3,3,3,"KSh 8,500,000",House,Sale
Syokimau Nairobi,beds,baths,Toilets,"KSh 9,000,000",Other,Sale
Parklands Nairobi,0,0,0,"KSh 400,000,000",Other,Sale
Riverside Nairobi,3,3,3,"KSh 30,000,000",Apartment,Sale
Kiambu Road Nairobi,4,4,4,"KSh 88,000,000",House,Sale
Kilimani Nairobi,0,0,0,"KSh 340,000,000",Other,Sale
Kiambu Road Nairobi,0,0,0,"KSh 130,000,000",Other,Sale
Kitisuru Nairobi,4,4,4,"KSh 65,000,000",House,Sale
Hurlingham Nairobi,0,0,0,"KSh 120,000,000",Other,Sale
Syokimau Nairobi,4,4,4,"KSh 35,000,000",House,Sale
Karen Nairobi,0,0,0,"KSh 30,000,000",Other,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 75,000,000",Other,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Loresho Nairobi,4,4,4,"KSh 41,000,000",House,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Loresho Nairobi,5,6,6,"KSh 115,000,000",House,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Spring Valley Nairobi,3,3,3,"KSh 35,000,000",Apartment,Sale
Kilimani Nairobi,2,3,4,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Redhill Nairobi,5,5,5,"KSh 120,000,000",House,Sale
Karen Nairobi,5,5,5,"KSh 100,000,000",House,Sale
Kitisuru Nairobi,beds,baths,Toilets,"KSh 350,000,000",Other,Sale
Kilimani Nairobi,2,2,2,"KSh 220,000",Apartment,Sale
Karen Nairobi,4,4,4,"KSh 60,000,000",House,Sale
South C Nairobi,3,3,3,"KSh 13,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 10,200,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 10,000,000",Apartment,Sale
Kitisuru Road Kitisuru Nairobi,1,1,1,"KSh 4,200,000",House,Sale
Lavington Nairobi,1,1,1,"KSh 7,500,000",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 53,000,000",House,Sale
Runda Nairobi,beds,baths,Toilets,"KSh 100,000,000",Other,Sale
Kiambu Road Nairobi,0,0,0,"KSh 29,000,000",Other,Sale
Kileleshwa Nairobi,3,3,3,"KSh 40,000,000",House,Sale
Lavington Nairobi,1,1,1,"KSh 6,530,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,700,000",Apartment,Sale
Runda Nairobi,4,4,4,"KSh 30,500,000",House,Sale
Kitisuru Nairobi,4,4,4,"KSh 81,000,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 24,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,200,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 41,500,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 71,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 9,900,000",Apartment,Sale
Kilimani Nairobi,beds,1,1,"KSh 5,800,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 6,000,000",Apartment,Sale
Lavington Nairobi,6,6,6,"KSh 61,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 8,800,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 700,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,600,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 30,000,000",Apartment,Sale
Muthangari Nairobi,2,3,3,"KSh 16,000,000",Apartment,Sale
Muthangari Nairobi,1,1,1,"KSh 9,100,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 49,000,000",Apartment,Sale
Nyari Nairobi,2,2,2,"KSh 180,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 30,000,000",Apartment,Sale
South C Nairobi,0,0,0,"KSh 150,000,000",Other,Sale
"Mvuli road, Westlands Area Westlands Nairobi",2,2,2,"KSh 12,000,000",Apartment,Sale
Westlands Area Westlands Nairobi,2,2,2,"KSh 16,700,000",Apartment,Sale
"riverside square, Riverside Nairobi",1,1,1,"KSh 12,281,600",Apartment,Sale
"riverside square, Riverside Nairobi",3,4,4,"KSh 38,000,000",Apartment,Sale
Syokimau Nairobi,3,3,3,"KSh 9,900,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 7,800,000",Apartment,Sale
Syokimau Nairobi,1,1,1,"KSh 5,600,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"$ 87,000",Apartment,Sale
Wanyee Dagoretti Corner Dagoretti South Nairobi,1,1,1,"KSh 3,100,000",Apartment,Sale
Wanyee Dagoretti Corner Dagoretti South Nairobi,1,1,1,"KSh 1,900,000",Apartment,Sale
Lavington Nairobi,5,5,6,"KSh 60,000,000",House,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,3,3,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,2,3,4,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kileleshwa Nairobi,1,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,3,4,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 21,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 25,500,000",Apartment,Sale
"Ngara Estate, Nairobi Cbd Nairobi",2,2,2,"KSh 8,900,000",Apartment,Sale
Karen Nairobi,6,6,6,"KSh 150,000,000",House,Sale
Imara Daima Nairobi,beds,baths,Toilets,"KSh 20,000,000",Other,Sale
Lavington Nairobi,2,2,2,"KSh 16,800,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
"Ringroad, Westlands Area Westlands Nairobi",3,4,4,"KSh 32,480,000",Apartment,Sale
"Ringroad, Westlands Area Westlands Nairobi",2,3,3,"KSh 22,080,000",Apartment,Sale
Ring road Westlands Area Westlands Nairobi,2,3,3,"KSh 20,960,000",House,Sale
Ringroad Westlands Area Westlands Nairobi,2,3,3,"KSh 18,800,000",Apartment,Sale
"Githunguri Road, Kileleshwa Nairobi",4,5,6,"KSh 23,000,000",Apartment,Sale
"chiromo road, Westlands Area Westlands Nairobi",3,3,3,"KSh 15,500,000",Apartment,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,700,000",Apartment,Sale
Westlands Area Westlands Nairobi,2,2,2,"KSh 12,000,000",Apartment,Sale
South C Nairobi,4,4,4,"KSh 75,000",House,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,6,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
"Siaya road, Kileleshwa Nairobi",2,2,2,"KSh 8,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Area Westlands Nairobi,2,2,2,"KSh 9,500,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
"Utawala Complex Eastern Bypass, Utawala Nairobi",0,0,0,"KSh 2,100,000",Other,Sale
Kasarani Nairobi,beds,baths,Toilets,"KSh 6,500,000",Other,Sale
Lavington Nairobi,4,4,5,"KSh 25,800,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 19,000,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 66,000,000",House,Sale
Loresho Nairobi,0,0,0,"KSh 150,000,000",Other,Sale
Runda Nairobi,5,5,5,"KSh 180,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 43,000,000",Apartment,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,700,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 21,000,000",Apartment,Sale
Riverside Nairobi,4,4,4,"KSh 93,200,000",Apartment,Sale
Riverside Nairobi,3,3,3,"KSh 39,600,000",Apartment,Sale
Riverside Nairobi,2,2,2,"KSh 21,400,000",Apartment,Sale
Riverside Nairobi,1,1,1,"KSh 12,800,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 26,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 21,000,000",Apartment,Sale
Kilimani Nairobi,beds,baths,Toilets,"KSh 360,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 63,000,000",House,Sale
Karen Nairobi,4,4,4,"KSh 130,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 67,000,000",Apartment,Sale
Lavington Nairobi,beds,baths,Toilets,"KSh 330,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 39,000,000",House,Sale
Spring Valley Nairobi,5,5,5,"KSh 58,000,000",House,Sale
"Fourth Parklands Avenue, Parklands Nairobi",3,4,4,"KSh 22,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 36,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 21,000,000",Apartment,Sale
Thome Nairobi,3,3,3,"KSh 65,000",Apartment,Sale
Kilimani Nairobi,4,4,4,"KSh 30,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 17,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 13,000,000",Apartment,Sale
Ruaka Nairobi,beds,1,1,"KSh 5,300,000",Apartment,Sale
Githurai Nairobi,beds,baths,Toilets,"KSh 275,000",Other,Sale
Syokimau Nairobi,5,5,5,"KSh 50,000",House,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Syokimau Nairobi,4,3,3,"KSh 32,000,000",House,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 70,000,000",House,Sale
Langata Nairobi,4,4,4,"KSh 33,000,000",House,Sale
Garden Estate Nairobi,4,4,4,"KSh 24,500,000",House,Sale
Thika Road Nairobi,4,3,3,"KSh 32,000,000",House,Sale
Kileleshwa Nairobi,5,5,5,"KSh 70,000,000",House,Sale
Westlands Nairobi,2,2,2,"KSh 15,200,000",Apartment,Sale
Westlands Nairobi,beds,baths,Toilets,"KSh 9,120,000",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 400,000",House,Sale
Kileleshwa Nairobi,5,5,5,"KSh 38,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 29,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 21,500,000",Apartment,Sale
Ruaka Estate Ruaka Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
"Ruaka Estate, Ruaka Nairobi",2,2,2,"KSh 8,200,000",Apartment,Sale
Ruaka Estate Ruaka Nairobi,3,3,3,"KSh 11,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 36,000,000",Apartment,Sale
Kiambu Road Nairobi,4,4,4,"KSh 38,000,000",House,Sale
Syokimau Nairobi,3,3,3,"KSh 10,000,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 8,000,000",Apartment,Sale
Redhill Nairobi,beds,baths,Toilets,"KSh 115,000,000",Other,Sale
Kiambu Road Nairobi,4,4,4,"KSh 108,000,000",House,Sale
Kiambu Road Nairobi,3,3,3,"KSh 89,600,000",House,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kiambu Road Nairobi,4,5,5,"KSh 28,000,000",House,Sale
Kiambu Road Nairobi,4,5,6,"KSh 45,000,000",House,Sale
Runda Nairobi,4,5,5,"KSh 85,000,000",House,Sale
Runda Nairobi,4,5,5,"KSh 40,000,000",House,Sale
Runda Nairobi,4,5,5,"KSh 51,000,000",House,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 13,350,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 21,900,000",Apartment,Sale
Kilimani Nairobi,4,4,4,"KSh 22,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 6,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 9,200,000",Apartment,Sale
"Othaya road, Kileleshwa Nairobi",4,4,5,"KSh 24,500,000",Apartment,Sale
Othaya road Kileleshwa Nairobi,4,5,5,"KSh 24,500,000",Apartment,Sale
Sports road Westlands Area Westlands Nairobi,2,3,3,"KSh 14,700,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 13,800,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 17,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 19,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 27,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
